timestamp_ms,avg_temp,avg_humi,label_hot,source
0,32.45197517841037,46.250537761133344,0,seed_south_vn
1,26.62495033408352,81.82356070820062,0,seed_south_vn
2,35.99051394786784,49.346941631470806,0,seed_south_vn
3,23.917161072132984,55.931898740180166,0,seed_south_vn
4,23.871503575574092,54.94188253433242,0,seed_south_vn
5,31.129180728445036,56.02203110203483,0,seed_south_vn
6,34.83202639348957,45.32493798390305,0,seed_south_vn
7,33.27395152983517,62.012525825899594,1,seed_south_vn
8,36.90098301089493,61.82972725563134,1,seed_south_vn
9,24.854029275668495,87.37471831737298,0,seed_south_vn
10,34.79979582584132,81.4865893346909,1,seed_south_vn
11,37.12362069571119,63.92671886041767,1,seed_south_vn
12,35.111665299541926,75.9259876182123,1,seed_south_vn
13,31.582930033594668,80.22859181074617,1,seed_south_vn
14,26.690575859121655,59.46939818010536,0,seed_south_vn
15,26.759072409054422,50.05007147048646,0,seed_south_vn
16,32.3995822197016,63.24160894850421,1,seed_south_vn
17,26.43309843080083,58.34889110245567,0,seed_south_vn
18,32.57249539345231,75.4565502833494,1,seed_south_vn
19,33.70777517130489,53.17012468809642,0,seed_south_vn
20,37.35332690891234,76.99998799270465,1,seed_south_vn
21,33.084599513858244,87.14259600949049,1,seed_south_vn
22,26.70667300749746,46.60501219520189,0,seed_south_vn
23,27.24837226365984,55.54914217931632,0,seed_south_vn
24,35.76914677061737,60.7338940399239,1,seed_south_vn
25,29.038846614849298,90.72737948702718,0,seed_south_vn
26,27.208322330972734,57.33137538469917,0,seed_south_vn
27,27.178382519321094,74.22929951117703,0,seed_south_vn
28,29.091607071965562,55.96603795786417,0,seed_south_vn
29,30.633368111470503,49.5454706086897,0,seed_south_vn
30,25.03508782490923,76.3723020851545,0,seed_south_vn
31,29.410239535195576,48.176385307597855,0,seed_south_vn
32,37.44569932336135,71.45571725495685,1,seed_south_vn
33,35.55091583128297,45.57405109714098,0,seed_south_vn
34,33.04394516637205,71.84851652043976,1,seed_south_vn
35,32.473465180117316,50.57760867979382,0,seed_south_vn
36,29.85213188860889,92.69079637605401,1,seed_south_vn
37,27.18744671051527,70.02930565251492,0,seed_south_vn
38,36.27678975082749,88.52592849183834,1,seed_south_vn
39,32.445292928124076,75.44851057190861,1,seed_south_vn
40,34.17515120105212,71.9689515059813,1,seed_south_vn
41,30.924951410732483,45.02859480639717,0,seed_south_vn
42,23.77267439340165,91.45493081323085,0,seed_south_vn
43,35.143317411056515,60.37570627013307,1,seed_south_vn
44,35.79213438885657,92.34747226489971,1,seed_south_vn
45,30.303866486432593,48.46062592341918,0,seed_south_vn
46,34.221682010297826,51.41957322498814,0,seed_south_vn
47,31.197250308929213,58.252831447002954,0,seed_south_vn
48,29.423931162812416,55.589910272104106,0,seed_south_vn
49,33.71903496725967,55.05755316948479,0,seed_south_vn
50,37.43209099325253,77.49390288197267,1,seed_south_vn
51,30.74606177449827,51.05020979341329,0,seed_south_vn
52,28.233197870064373,74.41543592286166,0,seed_south_vn
53,26.583043382321833,48.54965430045163,0,seed_south_vn
54,26.70518497335616,90.2710006503064,0,seed_south_vn
55,24.492002898441147,56.90023171844976,0,seed_south_vn
56,26.49931530318614,51.61559243625125,0,seed_south_vn
57,31.494603306553984,68.6335513155897,1,seed_south_vn
58,34.80495796873301,54.52049571809388,0,seed_south_vn
59,29.534716553689286,66.17893115099604,0,seed_south_vn
60,33.707061892437906,78.66822736466509,1,seed_south_vn
61,24.877850196127426,65.13106410511344,0,seed_south_vn
62,35.56341550893907,57.432816696014285,1,seed_south_vn
63,29.780589669663847,66.0940819917202,0,seed_south_vn
64,26.997290270349406,91.16327996380065,0,seed_south_vn
65,35.558887466665624,72.5162656224924,1,seed_south_vn
66,37.48995455777818,86.8013792539976,1,seed_south_vn
67,36.46913776211379,87.43478672071527,1,seed_south_vn
68,30.298975756310057,55.68736495995908,0,seed_south_vn
69,24.320895599610505,63.948655948845804,0,seed_south_vn
70,27.212842814410127,84.20353009742847,0,seed_south_vn
71,29.422104803862283,92.86588204298366,0,seed_south_vn
72,31.280756527678655,80.9204137648163,1,seed_south_vn
73,27.6539095569239,93.43546824845794,0,seed_south_vn
74,31.09073281923984,82.39877801895321,1,seed_south_vn
75,31.6784863224256,70.14251914597568,1,seed_south_vn
76,25.704058191152765,93.03894516372252,0,seed_south_vn
77,26.101549453730126,74.75175532250138,0,seed_south_vn
78,26.792854530013038,50.99433069735621,0,seed_south_vn
79,26.94701486904075,74.72595767667207,0,seed_south_vn
80,29.369148814702214,74.18361446456123,0,seed_south_vn
81,36.58588760830998,55.21295997117682,1,seed_south_vn
82,26.841603336621844,64.78929233956272,0,seed_south_vn
83,27.699959117182672,60.808859813592704,0,seed_south_vn
84,24.515603602904203,67.91427613092931,0,seed_south_vn
85,37.44535026997132,48.66303605498165,0,seed_south_vn
86,27.21280580650562,91.66296889968545,0,seed_south_vn
87,35.8097833947836,63.4763544369442,1,seed_south_vn
88,35.172429364957296,80.17699625436855,1,seed_south_vn
89,37.32126289084106,77.69881588553663,0,seed_south_vn
90,34.93945789161646,59.968937609998896,1,seed_south_vn
91,36.645020054979454,51.71455571966838,1,seed_south_vn
92,24.998503687931848,72.6611820442408,0,seed_south_vn
93,31.967617578423134,80.8806093569399,1,seed_south_vn
94,32.37933142439112,58.19919508152047,0,seed_south_vn
95,36.17471087511053,87.30518566474277,1,seed_south_vn
96,29.43006081589217,58.834011198612586,1,seed_south_vn
97,34.29566912227478,76.85566886506898,1,seed_south_vn
98,33.877232716871035,72.58402105631956,1,seed_south_vn
99,23.635375794516758,48.76219300368835,0,seed_south_vn
100,36.1550000018385,72.27951446027612,1,seed_south_vn
101,31.65513393085712,52.404689278374136,0,seed_south_vn
102,27.815616899021872,89.9490744371295,0,seed_south_vn
103,35.54983614801264,89.94623182632373,1,seed_south_vn
104,26.993416349120942,50.13968108358928,0,seed_south_vn
105,35.87788582031413,65.31886949160584,1,seed_south_vn
106,25.663746736650864,91.49405078468372,0,seed_south_vn
